@id;META_DESCRIPTION;SEO_TITLE
458939;Volnočasové dámské kalhoty na gumičku, nadrozměr 46–50, viskoza s elastanem. Pohodlné s kapsami, pas 70–120 cm. Objednejte si.;Volnočasové kalhoty dámské nadrozměr 46–50 | vmobleceni.cz
459141;Dámský úpletový svetr s 3/4 rukávem, materiál akryl a nylon, vel. S–L. Pružný střih pro každodenní nošení. Objednejte online.;Dámský svetr 3/4 rukáv úpletový | vmobleceni.cz
459529;Dámský svetr s 3/4 rukávem z viskózy a nylonu, vel. M–XL. Pružný úplet, ideální na každodenní nošení, přes prsa 118–124 cm. Italská móda AMALIA.;Dámský svetr 3/4 rukáv M–XL | vmobleceni.cz
459826;Podzimní bunda dámská nadrozměr 50–54, polyester, kapuce a zip, vhodná na každodenní nošení. Objednejte si svou velikost.;Podzimní bunda dámská nadrozměr 50–54 | vmobleceni.cz
459833;Dámská vesta s kapucí bez rukávu z polyesteru, velikost 52–56 (ONE SIZE). Ideální na každodenní nošení, přes prsa 136 cm. Nakupte nyní.;Dámská vesta s kapucí nadrozměr 52-56 | vmobleceni.cz
459953;Volnočasové šaty s dlouhým rukávem pro nadrozměr, bavlna s elastanem, velikosti 46–50, kapsy, délka 119 cm. Pohodlné na každodenní nošení.;Šaty volnočasové dlouhý rukáv nadrozměr | vmobleceni.cz
460099;Tenký dámský svetr z 88 % viskózy s dlouhými rukávy, volný střih pro boky 94–114 cm, délka 66 cm. Ideální na každodenní nošení. Vyberte si velikost M, L, XL.;Dámský svetr tenký dlouhý rukáv | vmobleceni.cz
460172;Flaušový kabát dámský nadrozměr, dlouhý rukáv, bavlna-polyester-vlna, na zip, vel. 50–54. Teplý a pohodlný na každodenní nošení.;Kabát flaušový dámský nadrozměr | vmobleceni.cz
460177;Elegantní dámské kalhoty s páskem, viskóza a polyester, velikosti 44–48. Ideální na každodenní nošení i do práce. Objednejte nadrozměrné kalhoty online.;Kalhoty elegantní s páskem dámské nadrozměr | vmobleceni.cz
182297;Dámské jarní sako BARBARA s 3/4 rukávy, polyester s elastanem, velikosti S–L. Elegantní a volnočasové na každodenní nošení i do práce. Objednejte online.;Dámské sako BARBARA jarní 3/4 rukáv | vmobleceni.cz
227141;Dámské šaty s dlouhým rukávem ze směsi polyesteru, viskózy a elastanu. Teplý klasik střih, velikost S/M ONE SIZE, délka 88 cm. Pohodlné a elastické.;Dámské šaty dlouhý rukáv S/M | vmobleceni.cz
272149;Dlouhý dámský cardigan ANDY z 100% akrylu, velikosti XS–XL, ideální na každodenní nošení. Délka 118 cm, šířka přes prsa 120 cm. Objednejte nyní.;Dámský cardigan dlouhý rukáv ANDY | vmobleceni.cz
272198;Dámské mikinové šaty s kapucí a dlouhým rukávem z 95% bavlny, nadrozměr one size S–2XL. Pohodlný střih pro různé postavy, italská kvalita.;Dámské mikinové šaty s kapucí | vmobleceni.cz
277098;Dámské šaty s dlouhým rukávem, teplý střih, polyester-viskóza, vel. L/XL ONE SIZE. Klasické střihy pro všechny příležitosti. Vyzkoušejte nyní.;Dámské šaty dlouhý rukáv L/XL | vmobleceni.cz
298223;Pletené dámské šaty s dlouhým rukávem z 100% akrylu, velikost S/M/L ONE SIZE. Teplé, pružné šaty na hrudník 88–96 cm. Objednejte nyní.;Pletené šaty dlouhý rukáv dámské | vmobleceni.cz
340150;Mikinové šaty s dlouhým rukávem z bavlny s elastanem, ONE SIZE (S/M/L). Pohodlné šaty na každodenní nošení i do práce. Objevte italskou módu.;Mikinové šaty dlouhý rukáv dámské | vmobleceni.cz
342285;Dámský kabát z alpaky s kapucí pro nadroměr, velikost XL/2XL ONE SIZE. Směs vlny, angory a viskózy, délka 88 cm. Italská móda.;Dámský kabát alpaka s kapucí nadroměr | vmobleceni.cz
342286;Dlouhý dámský kabát z alpaky, vlny a angory pro nadroměr (L–2XL). Hřejivý střih přes prsa 124 cm, délka 87 cm. Polská móda IMD22919.;Kabát alpaka dámský nadroměr L–2XL | vmobleceni.cz
344012;Pletené teplé šaty s rolákem, velikost S/M ONE SIZE, prsa 110-120 cm, boky 110-120 cm. Pohodlný střih pro chladné dny. Objednejte nyní.;Šaty pletené s rolákem dámské S/M | vmobleceni.cz
360555;Dámské sako s dlouhým rukávem, podšívkou a elastickým polyesterem. Velikost S/M/L one size, vhodné na každodenní nošení i společenské akce. Objednejte si nyní.;Dámské sako dlouhý rukáv podšívka | vmobleceni.cz
380912;Dámská mikina kabát na zip s kapucí, 100% polyester, velikosti 50–54, s kapsami. Ideální na každodenní nošení i do práce. Italská móda.;Dámská mikina kabát na zip nadrozměr 50-54 | vmobleceni.cz
381275;Dámská bunda s kapucí v nadrozměru 2XL–4XL, polyesterová, na zip. Ideální na podzim, jaro a teplou zimu. Přes prsa 136 cm. Objednejte online.;Dámská bunda s kapucí nadrozměr 2XL-4XL | vmobleceni.cz
382226;Dámský dlouhý kabát na zip s kapucí z 100% polyesteru, velikost XL/2XL. Ideální na každodenní nošení s šikmým zipem. Nadrozměrná móda pro všechny postavy.;Dámský kabát dlouhý na zip s kapucí XL/2XL | vmobleceni.cz
384674;Dámská bunda s kapucí na zip, nadrozměr 3XL/4XL, 100% polyester. Ideální na každodenní nošení, přes prsa 146 cm. Pohodlný střih pro všechny příležitosti.;Dámská bunda s kapucí nadrozměr 3XL/4XL | vmobleceni.cz
385736;Dámské teplé šaty s dlouhým rukávem, velikost S/M, polyester s elastanem. Volnočasový střih na prsa 124 cm, délka 98 cm. Pohodlné na každý den.;Dámské šaty teplé dlouhý rukáv S/M | vmobleceni.cz
385744;Dámský pletený svetr oversize z 100% akrylu s dlouhými rukávy a zdobením. Velikost ONE SIZE (S/M/L), délka 73 cm. Pohodlný střih pro každodenní nošení.;Dámský pletený svetr dlouhý rukáv | vmobleceni.cz
385749;Dámské volnočasové šaty s dlouhým rukávem z viskózy a elastanu, velikost S/M/L ONE SIZE. Pohodlný střih s řádkovým vzorem pro každodenní nošení. Objednejte nyní.;Dámské šaty dlouhý rukáv S/M/L | vmobleceni.cz
385791;Mikinové šaty oversize s kapucí pro dámy, bavlna s elastanem, velikosti 2XL–3XL. Teplé, volnočasové s dlouhým rukávem a kapsami. Pohodlný střih pro nadrozměr.;Mikinové šaty oversize s kapucí dámské 2XL | vmobleceni.cz
390739;Dámské šaty s dlouhým rukávem, 94% polyester, velikost S/M ONE SIZE. Teplé, elastické, délka 93 cm. Pohodlný střih pro chladnější dny. Objevte našu kolekci.;Dámské šaty dlouhý rukáv S/M | vmobleceni.cz
430748;Teplé dámské šaty s dlouhým rukávem v nadrozměru 50/52, ONE SIZE. Prsa 112–120 cm, délka 86–92 cm. Italská móda pro plnější postavy. Objevte pohodlné šaty;Šaty teplé dlouhý rukáv dámské nadrozměr | vmobleceni.cz
430785;Krátké úpletové šaty s dlouhým rukávem, velikost S/M, materiál viscosa/polyester. Elegantní střih italské módní značky. Vhodné pro každodenní nošení.;Krátké šaty dlouhý rukáv dámské S/M | vmobleceni.cz
433656;Tenký dámský svetr na knoflíky z modalu, bavlny a viskózy, velikosti 46–50. Délka 70 cm, pružný střih pro pohodlí. Italská móda.;Svetr tenký na knoflíky dámský nadrozměr | vmobleceni.cz
433840;Pletené dámské šaty s dlouhým rukávem, jednorozměrové (S/M/L), z akrylu, polyamidu a moheru. Stylové, teplé a pohodlné pro podzim a zimu. Vyberte si své.;Šaty pletené dlouhý rukáv dámské | vmobleceni.cz
434765;Dámské šaty na ramínka se svetrem, ONE SIZE (S/M), tylová sukně, pas na gumu 60–90 cm. Italský design IM424SILVIE.;Dámské šaty na ramínka se svetrem | vmobleceni.cz
445842;Dámské oversize šaty s 3/4 rukávem z viskózy, polyesteru a elastanu. Volné, pohodlné střihy pro každodenní nošení, velikosti M–XL. Italská móda s kvalitou.;Dámské oversize šaty 3/4 rukáv | vmobleceni.cz
447378;Dámské košilové šaty s 3/4 rukávem z 100% polyesteru, velikosti XS–M, italská móda. Pohodlný střih, snadná péče. Objednejte online.;Šaty košilové 3/4 rukáv dámské | vmobleceni.cz
447403;Košilové šaty letní s dlouhým rukávem pro dámy, nadrozměr 38–42, ONE SIZE. Polyesterové, vzdušné, délka 112 cm. Ideální pro teplé dny.;Šaty košilové dámské dlouhý rukáv nadrozměr | vmobleceni.cz
448243;Dámské košilové šaty s 3/4 rukávem a páskem, 100 % polyester, XS–M. Ideální na každodenní nošení i do práce. Objevte kvalitní střih z italské módy.;Šaty košilové 3/4 rukáv dámské | vmobleceni.cz
460504;Společenské krátké šaty s krátkým rukávem, polyester elastan, vel. S/M/L. Elegantní střih pro dámy, délka 96 cm. Objednejte online.;Společenské šaty krátký rukáv dámské | vmobleceni.cz
460705;Dámský chlupatý kabátek na knoflíky, dlouhý rukáv, polyester, ONE SIZE (S/M/L). Teplý a stylový zimní kabát. Objednejte online.;Dámský chlupatý kabátek dlouhý rukáv | vmobleceni.cz
460706;Krátké úpletové šaty s dlouhým rukávem pro ženy, nadrozměr 44–48, ONE SIZE. Měkký polyester s viskózou a elastanem. Prsa 106–120 cm, boky 94–110 cm.;Šaty krátké úpletové nadrozměr 44–48 | vmobleceni.cz
460707;Dámský zimní chlupatý kabát dlouhý rukáv, materiál 100% polyester, délka 90cm, univerzální ONE SIZE (S/M/L). Hřejivý a stylový.;Dámský zimní chlupatý kabát | vmobleceni.cz
460708;Dlouhé elegantní šaty s třpytivým efektem, dlouhý rukáv, polyester s elastanem. Velikosti S–L, pas 70–110 cm, délka 130 cm. Italská móda pro slavnostní příležitosti.;Dlouhé elegantní šaty třpytivé | vmobleceni.cz
460709;Dámský pletený svetr na knoflíky s krátkým rukávem z 100% akrylu, velikosti S/M/L ONE SIZE. Teplý, odolný materiál pro pohodlné nošení.;Dámský svetr na knoflíky krátký rukáv | vmobleceni.cz
460712;Mikinové šaty s kapucí a kapsami pro dámy nadrozměr, dlouhý rukáv, viskóza a elastan, velikost 54–58. Pohodlné na každodenní nošení. Objevte kolekci pro XXL.;Mikinové šaty s kapucí nadrozměr XXL | vmobleceni.cz
452244;Dlouhé saténové společenské šaty ALESSIA s nastavitelnými ramínky, prsními vycpávkami a šněrováním na zádech. Polyester s elastanem, velikost XS–M. Elegantní střih pro dámy.;Dlouhé saténové šaty na ramínka ALESSIA | vmobleceni.cz
460684;Krátký flaušový kabát dámský v nadrozměrech 40–50, 100% polyester, na knoflík. Ideální na každodenní nošení, délka 59–65 cm. Objevte italskou módu.;Krátký flaušový kabát dámský nadrozměr | vmobleceni.cz
460716;Dámská tepláková souprava s dlouhým rukávem a tepláky v nadrozměru 46–50, ONE SIZE. Mikina i kalhoty z viskózy a polyesteru s elastanem. Pohodlný střih pro větší postavy.;Dámská tepláková souprava nadrozměr | vmobleceni.cz
460719;Prodloužený oversize svetr pro dámy nadrozměr 52–56, z mohéru, akrilu a vlny. Teplý, pohodlný s dlouhým rukávem. Ideální pro chlad.;Svetr oversize nadrozměr 52-56 mohér | vmobleceni.cz
460720;Elegantní dámská souprava mikina a kalhoty, nadrozměr 46–50, viskoza s elastanem. Pohodlný střih pro každodenní nošení. Objednejte online.;Dámská souprava mikina + kalhoty nadrozměr | vmobleceni.cz
460721;Volnočasové mikinové šaty s kapucí a dlouhým rukávem, viskóza a polyester, oversize střih M/L/XL. Pohodlné na každodenní nošení. Koupit online.;Mikinové šaty s kapucí dlouhý rukáv | vmobleceni.cz
460722;Úpletové šaty dlouhý rukáv MARIA z viskozy a polyesteru, velikost S/M/L ONE SIZE. Pohodlné na každodenní nošení i do práce. Objevte italskou módu.;Šaty úpletové dlouhý rukáv dámské | vmobleceni.cz
460723;Elegantní dámské kalhoty s páskem, viskoza a elastan, pas 80–104 cm, velikosti S/M/L. Pohodlný střih pro každodenní nošení. Koupit online.;Kalhoty elegantní dámské s páskem | vmobleceni.cz
460725;Prodloužený dámský svetr RAMANNA s dlouhým rukávem, 80% akryl, 10% vlna, 10% mohair. Velikost 54/56/58, délka 85 cm. Pohodlný na každodenní nošení.;Prodloužený svetr dámský nadrozměr | vmobleceni.cz
460726;Dámský pletený svetr nadrozměr 48–52 ONE SIZE, akryl/nylon/polyester, prsa 120–130 cm, délka 70 cm. Teplý a pohodlný. Vyberte si svůj.;Dámský svetr nadrozměr 48–52 | vmobleceni.cz
460727;Mikinové šaty dlouhý rukáv pro dámy, nadrozměr 48–52, viskóza s elastanem. Pohodlný střih pro prsa 120–130 cm. Objednejte online.;Mikinové šaty dlouhý rukáv nadrozměr | vmobleceni.cz
460729;Krátké úpletové šaty s rolákem a dlouhým rukávem pro dámy, nadrozměr 50–54 ONE SIZE. Viskoza, polyester, polyamid. Prs 120–140 cm, boky 120–150 cm.;Šaty krátké úpletové nadrozměr 50-54 | vmobleceni.cz
460730;Dámský flaušový kabátek z bavlny, polyesteru a vlny, dlouhý rukáv, velikosti S/M/L. Ideální na přechodné období i jako elegantní sako. Koupit online.;Kabátek dámský flaušový dlouhý rukáv | vmobleceni.cz
460731;Úpletové šaty s dlouhým rukávem, řádkované, viskóza/polyester/polyamid, prsa 82–110 cm, boky 88–112 cm. Pohodlný střih ONE SIZE. Objevte kvalitní italskou módu.;Šaty úpletové dlouhý rukáv dámské | vmobleceni.cz
460732;Dámský úpletový svetr s řádkováním a dlouhými rukávy. Viskóza, polyester, polyamid. Velikosti S/M/L (prsa 80-96 cm). Teplý, pohodlný střih. Objednejte online.;Dámský svetr úpletový řádkový | vmobleceni.cz
460733;Úpletové šaty s rolákem a dlouhým rukávem, velikost S/M/L, materiál viskoza, polyester a polyamid. Pohodlný střih pro všechny postavy.;Šaty úpletové dlouhý rukáv | vmobleceni.cz
460734;Dámský svetr úpletový řádkový s dlouhým rukávem z viskózy, polyesteru a polyamidu. Teplý a pohodlný, velikosti S/M/L. Objednejte na vmobleceni.cz.;Dámský svetr úpletový řádkový | vmobleceni.cz
460735;Krátké dámské šaty s dlouhým rukávem z úpletu, řádkované, velikosti S/M/L. Pohodlný střih pro prsa 90–110 cm a boky 80–120 cm. Objevte italskou módu.;Krátké šaty dlouhý rukáv dámské S/M/L | vmobleceni.cz
460736;Dámský kabátek DANA z polyesteru s elastanem, dlouhý rukáv, na knoflík. Velikost S/M/L ONE SIZE. Teplý a pohodlný na každodenní nošení. Objevte kvalitní italskou módu.;Dámský kabátek DANA dlouhý rukáv | vmobleceni.cz
460738;Dámská tepláková souprava se šaty a mikinou pro nadrozměr, velikosti 48–52. Viskózová látka, elastické pásy, délka šatů 120 cm. Pohodlné oblečení na doma i ven.;Tepláková souprava dámská nadrozměr 48-52 | vmobleceni.cz
460743;Dámský pletený svetr na dlouhý rukáv z 100% akrylu, nadrozměr 50–54 (prsa 120–144 cm). Teplý, hrubý úplet pro pohodlné nošení. Objednejte online.;Dámský svetr nadrozměr 50-54 | vmobleceni.cz
460746;Dámský beránkový kabát s flaušovou úpravou, dlouhý rukáv, velikosti 54–58, viskoza s elastanem. Teplý a pohodlný nadrozměr pro plnější tvary.;Dámský beránkový kabát flaušový nadrozměr | vmobleceni.cz
460747;Pletený dámský svetr s dlouhým rukávem z 100% akrylu, nadrozměr ONE SIZE (46–50), prsa 110–120 cm. Hřejivý a pohodlný svetr pro plnoštíhlé ženy. Objednejte online.;Dámský svetr nadrozměr 46–50 | vmobleceni.cz
460748;Šifonová halenka s dlouhým rukávem ze 100% viskózy, velikosti S–L. Vzdušný střih, délka 60cm, elastická tkanina. Objednejte online.;Šifonová halenka dlouhý rukáv | vmobleceni.cz
460749;Dámské šaty KLARA s páskem, dlouhý rukáv, teplé, 86 cm délka. Polyester, viskoza, nylon. Nositelné jako svetr. Velikosti S/M/L.;Dámské šaty krátké s páskem dlouhý rukáv | vmobleceni.cz
460750;Zimní dámský kabát nadrozměr, velikosti 48–52 ONE SIZE, délka 70 cm, prsa 124 cm. Teplý a kvalitní, ideální pro plnoštíhlé ženy. Objednejte v e-shopu.;Zimní kabát dámský nadrozměr 48-52 | vmobleceni.cz
460751;Dlouhý dámský kabát pončo STELA s dlouhým rukávem, na knoflík a páskem. Polyesterový, volný střih, velikosti 48–54. Ideální pro každodenní nošení.;Dámský kabát pončo dlouhý nadrozměr | vmobleceni.cz
231137;Teplé dámské šaty s dlouhým rukávem, viscosa a elastan, velikost S/M ONE SIZE. Klasický střih s kapsami. Pohodlné pro každodenní nošení.;Dámské šaty dlouhý rukáv S/M | vmobleceni.cz
232576;Dámské pletené šaty s rolákem, viscosa směs, velikosti S–XL. Pohodlný střih, délka 86 cm. Najděte svou velikost a objednejte.;Dámské pletené šaty s rolákem S-XL | vmobleceni.cz
337525;Dámská šusťáková bunda na zip s kapucí, dlouhý rukáv, polyester, velikosti L–3XL. Lehká, vodoodolná, italský design. Najděte svou velikost.;Dámská šusťáková bunda s kapucí L-3XL | vmobleceni.cz
340129;Teplé dámské šaty s dlouhým rukávem, velikost S/M ONE SIZE. Pružný polyester s elastanem, řádkovaný střih, obvod prsou 82 cm. Pohodlné a elegantní.;Teplé šaty dlouhý rukáv dámské S/M | vmobleceni.cz
340360;Dámský cardigan s kapucí, dlouhý rukáv, one size S/M/L/XL. Teplý strih s prsní šířkou 112 cm, ideální pro pohodlné nošení. Objevte italskou módu;Dámský cardigan s kapucí dlouhý rukáv | vmobleceni.cz
342261;Dlouhý dámský flaušový kabát z polyesteru, na knoflíčky, velikosti S–2XL, délka 116–117 cm. Elegantní a teplý pro podzim a zimu.;Dlouhý flaušový kabát dámský S-2XL | vmobleceni.cz
347010;Pletené šaty s dlouhým rukávem a páskem rolákem, 100% polyester, velikost ONE SIZE (S–XL), pas 116–123 cm. Pohodlný střih pro více postav. Vyberte si svůj styl.;Pletené šaty s rolákem dlouhý rukáv | vmobleceni.cz
380914;Dámský pletený cardigan s dlouhým rukávem z 100% akrylu, italská móda. Velikosti S/M a one size. Teplý, pohodlný a snadný na údržbu.;Dámský cardigan pletený dlouhý rukáv | vmobleceni.cz
380952;Dlouhý dámský cardigan z italské módy, 95 % bavlna, elastan. Teplý pletený svetr pro velikosti S, M, L. Pohodlný střih, kvalitní materiál.;Dámský cardigan dlouhý rukáv S-L | vmobleceni.cz
382426;Podzimní dámský kabát s kapucí na zip, nadrozměr 48–52, polyester s elastanem. Ideální na každodenní nošení, délka 88 cm. Objednejte online.;Dámský podzimní kabát nadrozměr 48-52 | vmobleceni.cz
382429;Dámská teplá prodloužená mikina s kapucí na zip, dlouhý rukáv, velikosti M/L/XL. Délka 110 cm, šírka 120 cm. Italská móda pro všechny sezóny.;Dámská mikina prodloužená s kapucí na zip | vmobleceni.cz
385746;Dámský kabátek z alpaky s kožíškem, dlouhý rukáv, velikosti S/M/L. Teplý, elegantní střih pro podzim a zimu. Italská móda.;Dámský kabátek alpaka s kožíškem | vmobleceni.cz
393215;Teplé dámské šaty s rolákem a dlouhým rukávem, vel. S/M. Polyesterové (94%), pružné, délka 91 cm. Vhodné na každodenní nošení i do práce.;Dámské šaty s rolákem dlouhý rukáv | vmobleceni.cz
430972;Lehký dámský kabát s kapucí a dlouhými rukávy, velikost 52/54 (ONE SIZE), z polyesteru. Ideální pro jaro a podzim. Nadrozměrný střih pro pohodlné nošení.;Kabát dámský nadrozměr s kapucí | vmobleceni.cz
431259;Teplý dámský kabát s kapucí, nadrozměr 52/54, dlouhý rukáv. Polyesterový střih pro všechny tvary. Skvělý na podzim i zimu. Vyberte svou velikost.;Dámský kabát nadrozměr 52/54 s kapucí | vmobleceni.cz
433211;Dámská jarní bunda nadrozměr 46/48, 100% nylon, šusťáková s dlouhým rukávem a zipem. Perfektní přechodová bunda pro větší velikosti. Objevte ji.;Dámská bunda nadrozměr 46/48 nylon | vmobleceni.cz
433835;Dámské šaty nadrozměr s rolákem a 3/4 rukávem, velikosti 44–48. Teplý materiál: 48 % viskoza, hrудь 110 cm. Pohodlný střih pro plnější postavu.;Šaty nadrozměr s rolákem 3/4 rukáv | vmobleceni.cz
435757;Krátké pletené šaty s dlouhým rukávem z italské módy. Materiál: akryl, mohair, lana. Velikosti S/M/L. Elegantní střih pro každý den.;Krátké pletené šaty dlouhý rukáv dámské | vmobleceni.cz
440210;Slabá dámská bunda s dlouhým rukávem, bez zapínání, z polyesteru a elastanu. Velikost S–L/ONE SIZE, ideální na přechodné období. Najděte svou velikost.;Slabá dámská bunda dlouhý rukáv | vmobleceni.cz
442272;Nadrozměrná tunika s přívěskem, dlouhý rukáv, viskózová, vel. 52–56 ONE SIZE. Pohodlný střih pro ženy, délka 77 cm. Objednejte si ji hned.;Tunika nadrozměr dlouhý rukáv dámská | vmobleceni.cz
442274;Elegantní dámské šaty s 3/4 rukávem, krátký střih, velikosti S/M/L. Rafinovaný střih pro každou příležitost. Objednejte online.;Šaty elegantní 3/4 rukáv dámské | vmobleceni.cz
455282;Dámská podzimní bunda bez rukávů s kapucí na zip, nadrozměr 52–56 (ONE SIZE). Pas 66–130 cm, délka 105 cm. Italská móda pro plnoštíhlé postavy.;Bunda podzimní dámská nadrozměr bez rukávů | vmobleceni.cz
459063;Manžestrové šaty s dlouhým rukávem pro dámy XL–3XL. Bavlna s elastanem, teplé a pohodlné na každodenní nošení. Najděte svou velikost.;Manžestrové šaty nadrozměr dlouhý rukáv | vmobleceni.cz
459065;Podzimní dámská bunda s kapucí na zip, 100% polyester, velikosti 50–54 (ONE SIZE). Ideální na každodenní nošení. Objevte nadrozměrné bundy na vmobleceni.cz.;Bunda podzimní dámská nadrozměr 50-54 | vmobleceni.cz
459071;Dámská vesta nadrozměr s kapucí na zip, bez rukávů, velikost 48–52. Viskoza se stretchem, kapsy, délka 96 cm. Ideální na cada den.;Dámská vesta nadrozměr s kapucí na zip | vmobleceni.cz
459073;Dlouhé volnočasové šaty s dlouhým rukávem pro ženy nadrozměru 46–50. 100% viskoza nebo bavlna s elastanem, délka 138 cm, ideální do práce i na každodenní nošení.;Šaty nadrozměrné dlouhý rukáv XXL+ | vmobleceni.cz
459291;Cardigan dámský nadrozměr s dlouhým rukávem a kapsami, velikosti 48–52, z viskózy a akrylu. Pohodlný na každodenní nošení. Objednejte online.;Cardigan dámský nadrozměr s kapsami | vmobleceni.cz
459292;Dlouhý dámský cardigan z viskózy a akrylu, velikosti 52–58, ideální na každodenní nošení. Pohodlný střih pro nadrozměrné postavy. Objednejte online.;Dámský cardigan bavlněný nadrozměr 52-58 | vmobleceni.cz
459297;Úpletové šaty s páskem, krátký rukáv, ze 88% viskózy. Nadrozměrné M/L/XL, volný střih, délka 99 cm. Univerzální střih pro každodenní nošení i práci.;Šaty úpletové nadrozměrné M/L/XL krátký rukáv | vmobleceni.cz
459301;Dámské volnočasové šaty s dlouhým rukávem, bavlna 95%, nadrozměr 44–48. Pohodlné šaty na každodenní nošení, délka 116 cm. Objednejte online.;Šaty volnočasové dlouhý rukáv nadrozměr | vmobleceni.cz
459305;Volnočasové šaty s 3/4 rukávem pro nadrozměr, bavlna s elastanem, velikosti 50–54. Pohodlné na každodenní nošení i do práce. Nakupte online.;Šaty nadrozměrné 3/4 rukáv XXL | vmobleceni.cz
459756;Volnočasové dámské šaty SELMA s dlouhým rukávem, 100% bavlna, velikosti 48–52 s kapsami. Pohodlné každodenní maxi šaty pro nadrozměr. Objednejte online.;Dámské šaty dlouhý rukáv nadrozměr 48-52 | vmobleceni.cz
460044;Volnočasové dámské šaty s dlouhým rukávem, nadrozměr 46–50, viskóza a elastan. Kapsy, pohodlný střih na každodenní nošení. Objevte v našem e-shopu.;Dámské šaty dlouhý rukáv nadrozměr | vmobleceni.cz
460160;Teplá dámská mikina s dlouhým rukávem, nadrozměr 46–50, ONE SIZE. Viskózový mix pro pohodlné každodenní nošení. Najděte svou velikost.;Dámská mikina nadrozměr 46–50 | vmobleceni.cz
460164;Dlouhé dámské šaty ALEX s dlouhým rukávem ze 100% viskózy nebo 90% bavlny. Volnočasový střih na každodenní nošení, velikosti S–L. Pohodlné a teplé.;Dlouhé dámské šaty ALEX dlouhý rukáv | vmobleceni.cz
460293;Elegantní společenské šaty s krátkým rukávem, polyester s elastanem, velikosti S/M/L ONE SIZE. Ideální na plesky a speciální příležitosti. Objednejte si své.;Společenské šaty krátký rukáv dámské | vmobleceni.cz
460319;Prodloužená dámská mikina na zip s kapucí, 75% viskoza, velikosti 54–58. Pohodlný střih pro nadrozměr, ideální na každodenní nošení. Objevte módní mikinu ZITA.;Mikina prodloužená dámská nadrozměr ZITA | vmobleceni.cz
460446;Dámské bavlněné šaty VIVA s dlouhým rukávem, velikosti S–L. Pohodlný střih pro každodenní nošení, 98 % bavlna. Objevte praktické volnočasové šaty.;Dámské šaty dlouhý rukáv VIVA | vmobleceni.cz
460855;Dámský tenký svetr s dlouhými rukávy v nadrozměru 42–46, viskóza směs pro každodenní nošení. Volný střih, pohodlný a vzdušný.;Dámský tenký svetr dlouhý rukáv nadrozměr | vmobleceni.cz
460865;Chlupatý zimní kabátek pro dámy v nadrozměru (46–50), dlouhý rukáv, 100% polyester, délka 55 cm. Hřejivý a elegantní střih. Objednejte nyní.;Kabátek zimní chlupatý dámský nadrozměr | vmobleceni.cz
460866;Pletené šaty s dlouhým rukávem pro dámy XXL+, velikosti 50–54, 100 % akryl. Pohodlný střih na prsa 124–140 cm. Objednejte si italskou módu.;Šaty pletené dlouhý rukáv dámské XXL | vmobleceni.cz
460878;Dámské šaty s 3/4 rukávem pro nadrozměr, vel. 46–50 ONE SIZE. Viskóza s elastanem, prsa 110–128 cm, boky 120–140 cm. Teplé a pohodlné.;Šaty nadrozměrné 3/4 rukáv 46-50 | vmobleceni.cz
460879;Volnočasové teplé šaty s dlouhým rukávem, oversize střih, bavlna a viskoza, velikost M–XL. Ideální na každodenní nošení. Objevte pohodlné šaty od italské módy.;Šaty teplé volnočasové oversize dlouhý rukáv | vmobleceni.cz
460880;Dámské tričko s dlouhým rukávem z viskosy, polyesteru a lurexu. Vel. S/M/L, prs 96–116 cm. Teplé, lesklé, italský střih. Vhodné pro každodenní nošení.;Dámské tričko dlouhý rukáv S/M/L | vmobleceni.cz
460881;Dámské tričko s dlouhým rukávem, teplý materiál (viskóza, polyester, nylon), velikosti S/M/L. Pohodlný střih na prsa 90–100 cm. Najděte svůj ideální střih.;Dámské tričko dlouhý rukáv teplé | vmobleceni.cz
460882;Dámská košile klasik s dlouhým rukávem v nadrozměru 52/54/56, italská móda. Polyesterová tkanina s elastanem pro pohodlný střih. Objednejte si své logo.;Dámská košile klasik nadrozměr 52-56 | vmobleceni.cz
460971;Dámská jarní bunda z 100% polyesteru, nadrozměr 50–54, s kapucí a dlouhými rukávy. Lehká šusťáková bunda pro plnoštíhlé ženy. Objednejte online.;Dámská jarní bunda nadrozměr 50-54 | vmobleceni.cz
460973;Dámská prodloužená šusťáková bunda s kapucí, 100% polyester, velikosti 50–54 (ONE SIZE). Ideální na jaro a podzim. Objevte komfortní střih.;Dámská šusťáková bunda nadrozměr 50-54 | vmobleceni.cz
460975;Dámský svetr úpletový řádkový s dlouhým rukávem, ONE SIZE (prsa 88–108 cm). Viscosa s lurexem a nylon. Teplý, elegantní střih. Vyberte si svůj.;Dámský svetr úpletový řádkový | vmobleceni.cz
460976;Dámské tričko dlouhý rukáv s řádky, italská móda. Viscosa se lurexem, velikost S/M/L, prsa 88–110 cm. Elegantní top pro každodenní nošení.;Dámské tričko dlouhý rukáv řádky | vmobleceni.cz
460977;Dámský úpletový svetr s řádkovým vzorem, dlouhý rukáv, viscoza s lurexem, prsa 100–110 cm. Teplý, elegantní střih pro S/M/L. Objevte na vmobleceni.cz.;Dámský úpletový svetr řádkový dlouhý rukáv | vmobleceni.cz
460980;Úpletové šaty s dlouhým rukávem v řádkovém vzoru, viskoza se třpytivým lurexem. Velikosti XS–M. Pohodlné na každodenní nošení i do práce.;Úpletové šaty dlouhý rukáv dámské | vmobleceni.cz
